timestamp,d_aX,d_aY,d_aZ,d_gX,d_gY,d_gZ
2025-11-10 01:00:53,0.02,-0.05,-0.0,0.06,-0.58,0.18
2025-11-10 01:00:53,0.02,-0.06,0.1,0.23,-0.14,-0.52
2025-11-10 01:00:54,-0.04,-0.02,0.0,0.06,-0.34,-0.37
2025-11-10 01:00:54,0.01,0.01,0.02,-0.17,-0.27,-0.06
2025-11-10 01:00:55,-0.03,0.0,0.06,0.34,-0.89,0.17
2025-11-10 01:00:55,-0.01,-0.04,-0.01,0.12,-0.38,-0.34
2025-11-10 01:00:56,0.0,-0.05,0.09,0.27,-0.52,-0.14
2025-11-10 01:00:56,0.03,-0.0,0.03,-0.14,-0.72,-0.09
2025-11-10 01:00:57,0.05,-0.04,0.05,-0.2,-0.44,0.18
2025-11-10 01:00:57,0.01,-0.04,0.01,0.7,-0.53,-0.43
2025-11-10 01:00:58,0.0,0.01,0.01,0.37,-0.34,-0.12
2025-11-10 01:00:58,0.0,-0.06,-0.0,-0.09,-0.72,0.06
2025-11-10 01:00:59,0.05,-0.01,0.02,-0.17,-0.41,-0.55
2025-11-10 01:00:59,0.02,-0.03,0.02,0.24,-1.1,-0.05
2025-11-10 01:01:00,0.0,-0.04,-0.02,0.14,-0.67,-0.12
2025-11-10 01:01:00,0.02,-0.04,0.03,0.34,-0.84,-0.11
2025-11-10 01:01:01,-0.0,-0.05,0.03,0.12,0.02,-0.29
2025-11-10 01:01:01,0.01,-0.02,0.07,0.14,-0.32,-0.15
2025-11-10 01:01:02,-0.02,-0.03,-0.02,-0.21,-0.27,-0.17
2025-11-10 01:01:02,-0.04,-0.03,-0.01,-0.14,-0.24,-0.09
2025-11-10 01:01:03,-0.0,-0.06,0.01,0.31,-0.67,-0.11
2025-11-10 01:01:03,0.01,-0.03,0.08,0.24,-0.2,0.21
2025-11-10 01:01:04,0.02,-0.01,-0.0,0.47,-0.9,0.29
2025-11-10 01:01:04,0.01,-0.02,0.01,-0.06,-0.43,0.17
2025-11-10 01:01:05,-0.01,-0.05,0.03,0.34,-0.64,-0.05
2025-11-10 01:01:05,0.0,-0.02,0.06,-0.08,0.11,-0.14
2025-11-10 01:01:06,-0.03,-0.06,0.01,-0.14,-0.44,0.21
2025-11-10 01:01:06,-0.02,-0.03,-0.05,0.35,-0.23,-0.03
2025-11-10 01:01:07,0.01,0.0,0.02,0.17,-0.69,-0.24
2025-11-10 01:01:07,-0.0,-0.0,-0.01,-0.05,-0.5,-0.05
2025-11-10 01:01:08,0.02,-0.04,0.09,0.29,-1.1,-0.2
2025-11-10 01:01:08,0.02,-0.06,0.05,0.0,-0.44,-0.08
2025-11-10 01:01:09,0.03,-0.01,0.04,0.29,-0.79,-0.35
2025-11-10 01:01:09,0.01,-0.03,0.06,-0.09,-0.52,-0.11
2025-11-10 01:01:10,-0.0,-0.03,0.08,-0.09,-0.79,-0.03
2025-11-10 01:01:10,-0.0,-0.01,-0.01,0.26,-0.12,-0.08
2025-11-10 01:01:11,0.0,-0.03,0.04,0.6,-0.49,-0.09
2025-11-10 01:01:11,0.0,-0.02,0.03,0.17,-0.92,-0.61
2025-11-10 01:01:12,-0.01,-0.01,0.09,0.17,-0.58,0.2
2025-11-10 01:01:12,0.0,0.0,0.04,-0.23,-0.66,0.17
2025-11-10 01:01:13,0.0,-0.01,-0.02,0.0,-0.69,0.05
2025-11-10 01:01:13,0.02,-0.02,0.02,-0.24,-0.38,-0.67
2025-11-10 01:01:14,0.01,-0.01,0.04,-0.12,-0.66,-0.5
2025-11-10 01:01:14,0.03,-0.03,0.06,-0.23,-0.46,-0.12
2025-11-10 01:01:15,0.04,-0.07,-0.01,0.2,-0.46,0.03
2025-11-10 01:01:15,-0.03,-0.05,0.06,0.21,-0.32,-0.35
2025-11-10 01:01:16,0.01,-0.04,-0.0,0.02,-0.26,-0.26
2025-11-10 01:01:16,0.02,0.01,0.03,-0.09,-0.4,-0.27
2025-11-10 01:01:17,0.02,-0.02,-0.0,0.05,-0.69,-0.06
2025-11-10 01:01:17,0.01,-0.01,0.03,-0.12,-0.47,0.49
2025-11-10 01:01:18,0.01,-0.02,-0.04,0.14,-0.73,-0.24
2025-11-10 01:01:18,0.03,-0.06,0.02,0.29,-0.27,-0.09
2025-11-10 01:01:19,-0.0,-0.01,-0.0,0.23,-0.98,-0.12
2025-11-10 01:01:19,0.04,-0.03,0.06,0.15,-0.21,-0.18
2025-11-10 01:01:20,0.0,0.0,0.06,0.09,-0.43,-0.26
2025-11-10 01:01:20,0.02,-0.07,-0.01,-0.18,-0.79,-0.17
2025-11-10 01:01:21,0.04,0.03,0.07,-0.29,-0.66,-0.12
2025-11-10 01:01:21,0.02,-0.05,0.05,-0.24,-0.35,0.09
2025-11-10 01:01:22,-0.02,-0.06,-0.03,0.15,-0.35,-0.02
2025-11-10 01:01:22,0.01,-0.04,0.02,-0.31,-0.44,-0.26
2025-11-10 01:01:23,0.02,-0.03,0.01,-0.06,-0.12,-0.24
2025-11-10 01:01:23,0.03,-0.02,-0.04,0.49,-0.5,-0.34
2025-11-10 01:01:24,0.0,0.01,0.03,-0.4,-0.43,0.05
2025-11-10 01:01:24,0.04,-0.01,-0.02,-0.06,-0.49,-0.15
2025-11-10 01:01:25,0.02,0.0,0.07,0.31,-0.75,-0.24
2025-11-10 01:01:25,-0.01,-0.06,-0.01,-0.47,-0.05,0.29
2025-11-10 01:01:26,-0.01,-0.04,0.05,0.03,-0.46,-0.37
2025-11-10 01:01:26,0.01,-0.01,0.02,0.18,-0.7,-0.43
2025-11-10 01:01:27,0.01,-0.0,0.02,0.43,-0.18,0.02
2025-11-10 01:01:27,-0.02,-0.01,0.02,0.43,-0.75,-0.11
2025-11-10 01:01:28,0.01,-0.04,0.01,-0.27,-0.27,-0.08
2025-11-10 01:01:29,0.03,-0.01,0.06,0.24,-0.34,0.09
2025-11-10 01:01:29,0.02,-0.03,0.05,0.18,-0.23,0.03
2025-11-10 01:01:30,0.03,-0.02,0.03,0.05,-0.08,-0.32
2025-11-10 01:01:30,0.01,-0.03,0.05,0.0,-0.37,-0.21
2025-11-10 01:01:31,0.03,-0.0,0.05,-0.14,-0.78,-0.06
2025-11-10 01:01:31,0.0,-0.02,0.03,-0.09,-0.6,0.17
2025-11-10 01:01:32,0.02,-0.01,-0.02,0.14,-0.6,-0.17
2025-11-10 01:01:32,0.01,-0.06,0.01,-0.02,-0.27,-0.26
2025-11-10 01:01:33,0.06,-0.04,-0.06,-0.11,-0.2,-0.02
2025-11-10 01:01:33,0.02,-0.03,0.1,0.27,-0.35,0.09
2025-11-10 01:01:34,0.03,-0.03,0.02,-0.02,0.15,-0.31
2025-11-10 01:01:34,-0.01,-0.01,0.04,0.4,-0.49,0.15
2025-11-10 01:01:35,-0.0,-0.05,0.07,0.35,-0.55,-0.02
2025-11-10 01:01:35,0.01,-0.02,0.05,0.06,-0.14,-0.24
2025-11-10 01:01:36,0.04,-0.03,0.07,0.18,-0.12,-0.23
2025-11-10 01:01:36,0.02,0.01,0.03,0.14,-0.15,-0.34
2025-11-10 01:01:37,-0.0,0.0,-0.01,-0.38,-0.21,0.26
2025-11-10 01:01:37,0.0,-0.05,0.05,0.18,-0.61,0.18
2025-11-10 01:01:38,-0.02,-0.02,0.01,0.38,-0.29,-0.29
2025-11-10 01:01:38,-0.02,-0.08,0.08,-0.31,-0.87,0.09
2025-11-10 01:01:39,0.02,0.01,0.06,0.26,-0.44,0.18
2025-11-10 01:01:39,-0.01,-0.01,0.05,0.11,-0.46,-0.24
2025-11-10 01:01:40,0.02,-0.03,-0.06,-0.26,-0.44,0.06
2025-11-10 01:01:40,0.02,-0.01,-0.02,-0.44,-0.9,0.43
2025-11-10 01:01:41,0.03,-0.06,-0.05,0.17,-0.23,-0.27
2025-11-10 01:01:41,-0.0,-0.04,-0.02,0.09,-1.1,0.24
2025-11-10 01:01:42,0.02,0.0,0.08,-0.03,-0.38,-0.26
2025-11-10 01:01:42,-0.02,-0.04,0.06,-0.26,-0.6,-0.43
2025-11-10 01:01:43,0.03,-0.03,0.06,0.03,-0.32,-0.12
2025-11-10 01:01:43,-0.02,-0.05,0.03,0.35,-0.46,0.03
2025-11-10 01:01:44,0.01,-0.02,-0.0,-0.08,-0.75,-0.47
2025-11-10 01:01:44,0.01,-0.02,0.06,0.37,-0.37,-0.08
2025-11-10 01:01:45,0.01,-0.05,0.0,0.11,-0.09,-0.02
2025-11-10 01:01:45,0.01,-0.03,0.02,0.05,-0.46,-0.41
2025-11-10 01:01:46,0.04,-0.02,-0.06,0.02,-0.52,-0.11
2025-11-10 01:01:46,0.01,-0.05,-0.0,-0.11,-0.35,-0.46
2025-11-10 01:01:47,0.03,-0.02,0.06,-0.03,-0.72,-0.26
2025-11-10 01:01:47,0.01,0.01,0.06,0.43,-0.5,0.08
2025-11-10 01:01:48,0.01,-0.05,0.09,-0.03,-0.64,-0.29
2025-11-10 01:01:48,-0.01,-0.06,0.03,-0.14,-0.38,-0.17
2025-11-10 01:01:49,-0.03,-0.06,0.06,0.26,-0.67,0.03
2025-11-10 01:01:49,0.01,-0.02,0.06,-0.32,-0.92,0.0
2025-11-10 01:01:50,0.0,-0.03,0.02,0.46,-0.67,-0.17
2025-11-10 01:01:50,0.0,0.0,0.05,-0.37,-0.5,-0.14
2025-11-10 01:01:51,0.0,-0.04,0.0,0.47,-0.58,-0.31
2025-11-10 01:01:51,0.02,-0.05,0.06,0.47,-0.2,-0.17
2025-11-10 01:01:52,0.01,-0.03,0.1,0.31,-0.34,-0.15
2025-11-10 01:01:52,0.02,0.0,-0.0,-0.31,-0.29,0.21
2025-11-10 01:01:53,0.0,-0.04,0.06,-0.15,-0.53,-0.4
2025-11-10 01:01:53,0.01,-0.06,0.1,0.24,-0.6,0.09
2025-11-10 01:01:54,0.02,-0.07,-0.02,0.21,-0.76,-0.41
2025-11-10 01:01:54,0.04,-0.03,0.02,-0.09,-0.99,-0.02
2025-11-10 01:01:55,-0.01,-0.01,0.11,0.4,-0.35,-0.32
2025-11-10 01:01:55,0.0,-0.07,-0.02,-0.02,-0.69,-0.21
2025-11-10 01:01:56,0.02,-0.01,0.05,-0.12,-0.31,0.12
2025-11-10 01:01:56,-0.01,0.04,-0.0,0.37,0.14,-0.43
2025-11-10 01:01:57,-0.01,-0.03,-0.02,-0.21,-0.55,-0.11
2025-11-10 01:01:57,0.01,-0.01,0.04,0.69,-0.61,-0.11
2025-11-10 01:01:58,0.01,-0.05,0.1,0.23,-0.61,-0.05
2025-11-10 01:01:58,-0.03,-0.03,0.13,-0.11,-0.23,-0.14
2025-11-10 01:01:59,0.02,-0.02,0.08,-0.06,-0.23,0.06
2025-11-10 01:01:59,0.0,-0.04,0.05,0.08,-0.38,0.08
2025-11-10 01:02:00,-0.01,-0.02,-0.0,0.31,-0.73,-0.21
2025-11-10 01:02:00,-0.02,-0.04,0.09,0.09,-0.66,0.21
2025-11-10 01:02:01,0.04,0.0,-0.02,0.12,-0.43,-0.37
2025-11-10 01:02:01,0.01,-0.03,0.07,0.27,-0.79,-0.15
2025-11-10 01:02:02,0.02,-0.05,0.06,0.11,-0.56,0.08
2025-11-10 01:02:02,-0.04,-0.04,-0.03,0.34,-0.24,0.35
2025-11-10 01:02:03,0.03,-0.02,0.04,0.29,-0.56,-0.21
2025-11-10 01:02:03,-0.01,0.01,0.06,0.06,-0.64,-0.08
2025-11-10 01:02:04,-0.01,-0.03,-0.09,-0.02,-1.01,-0.37
2025-11-10 01:02:04,0.05,-0.03,0.03,-0.06,-0.79,-0.38
2025-11-10 01:02:05,-0.03,-0.03,-0.01,0.06,-0.72,0.05
2025-11-10 01:02:05,0.0,-0.04,-0.03,-0.06,-0.2,-0.63
2025-11-10 01:02:06,0.02,0.0,0.03,0.34,-0.66,-0.14
2025-11-10 01:02:06,0.01,-0.05,0.06,0.15,-0.64,-0.2
2025-11-10 01:02:07,0.0,0.02,0.07,0.08,-0.5,0.18
2025-11-10 01:02:07,0.01,0.0,0.04,-0.15,-0.41,-0.21
2025-11-10 01:02:08,-0.0,-0.03,0.02,-0.09,-0.29,0.29
2025-11-10 01:02:08,0.0,-0.02,0.03,-0.17,-0.37,0.06
2025-11-10 01:02:09,-0.02,-0.06,0.06,0.0,-0.46,0.03
2025-11-10 01:02:09,0.02,0.01,0.13,-0.31,-0.23,-0.24
2025-11-10 01:02:10,0.06,-0.0,0.07,-0.06,-1.19,-0.12
2025-11-10 01:02:10,-0.01,-0.04,0.07,-0.06,-0.78,-0.03
2025-11-10 01:02:11,-0.02,-0.04,0.02,0.08,-0.78,-0.14
2025-11-10 01:02:11,0.05,-0.03,-0.02,0.26,-0.2,0.31
2025-11-10 01:02:12,-0.01,-0.01,0.12,0.06,-0.49,-0.09
2025-11-10 01:02:12,-0.02,-0.08,0.09,0.11,-0.44,0.02
2025-11-10 01:02:13,0.01,-0.05,0.06,0.26,-0.72,-0.2
2025-11-10 01:02:13,0.01,-0.01,0.07,0.02,-0.18,-0.14
2025-11-10 01:02:14,0.02,-0.01,-0.03,0.18,-0.46,0.09
2025-11-10 01:02:14,0.01,-0.05,0.03,-0.63,-0.44,-0.18
2025-11-10 01:02:15,0.01,-0.01,0.11,-0.06,-0.38,-0.09
2025-11-10 01:02:15,0.01,-0.02,0.07,0.02,-0.49,-0.27
2025-11-10 01:02:16,-0.03,-0.04,0.05,0.02,-0.55,0.17
2025-11-10 01:02:16,0.02,-0.05,0.04,-0.17,-0.18,0.08
2025-11-10 01:02:17,0.01,-0.02,0.05,-0.17,-0.37,-0.5
2025-11-10 01:02:17,0.0,-0.02,-0.01,-0.15,-0.9,0.15
2025-11-10 01:02:18,-0.0,-0.04,0.07,0.15,-0.41,0.06
2025-11-10 01:02:18,0.04,-0.06,0.03,0.18,-0.79,-0.44
2025-11-10 01:02:19,0.03,-0.03,0.01,0.02,-0.41,-0.03
2025-11-10 01:02:19,-0.02,-0.02,0.01,-0.29,-0.23,0.03
2025-11-10 01:02:20,-0.01,-0.03,0.1,-0.09,-0.35,-0.17
2025-11-10 01:02:20,-0.03,-0.08,-0.04,0.2,-0.46,-0.43
2025-11-10 01:02:21,0.02,0.02,0.01,0.2,0.34,-0.18
2025-11-10 01:02:21,0.02,-0.02,0.07,-0.11,-0.69,-0.02
2025-11-10 01:02:22,0.01,-0.03,-0.06,-0.56,-0.55,0.11
2025-11-10 01:02:22,-0.0,-0.03,-0.03,0.56,-0.76,-0.64
2025-11-10 01:02:23,0.01,0.0,-0.0,0.12,-0.37,-0.05
2025-11-10 01:02:23,0.02,-0.01,0.07,0.32,-0.47,-0.14
2025-11-10 01:02:24,0.02,-0.02,0.05,-0.43,-0.63,-0.15
2025-11-10 01:02:24,-0.0,-0.0,0.06,-0.15,-0.76,-0.15
2025-11-10 01:02:25,0.02,-0.05,0.0,0.24,-0.32,-0.21
2025-11-10 01:02:25,0.03,-0.08,0.07,-0.24,-0.29,0.05
2025-11-10 01:02:26,0.03,-0.02,0.04,-0.15,-0.55,-0.31
2025-11-10 01:02:26,0.0,-0.04,0.02,-0.17,-0.47,-0.34
2025-11-10 01:02:27,0.0,-0.05,0.03,-0.2,-0.49,0.11
2025-11-10 01:02:27,0.02,-0.0,-0.0,-0.02,-0.06,-0.02
2025-11-10 01:02:28,0.06,-0.0,0.0,-0.14,-0.29,-0.15
2025-11-10 01:02:28,0.04,-0.04,0.0,-0.14,-0.95,-0.4
2025-11-10 01:02:29,0.02,0.01,0.05,0.37,-0.82,-0.17
2025-11-10 01:02:29,0.03,0.01,0.02,-0.38,-0.44,0.29
2025-11-10 01:02:30,-0.0,-0.02,0.03,0.23,-0.46,0.26
2025-11-10 01:02:30,-0.02,-0.04,0.1,0.46,-0.43,-0.11
2025-11-10 01:02:31,-0.01,-0.09,0.08,0.05,-0.41,-0.49
2025-11-10 01:02:31,-0.02,-0.08,0.07,0.43,-0.52,-0.37
2025-11-10 01:02:32,-0.05,-0.02,0.07,0.15,-0.17,0.38
2025-11-10 01:02:32,-0.01,0.01,0.01,0.11,-0.47,-0.12
2025-11-10 01:02:33,-0.03,0.0,0.02,-0.29,-0.66,-0.2
2025-11-10 01:02:33,0.01,-0.01,0.07,0.21,-0.47,-0.23
2025-11-10 01:02:34,0.02,0.01,-0.03,-0.44,0.03,-0.21
2025-11-10 01:02:34,0.03,-0.05,0.02,-0.35,-0.47,0.14
2025-11-10 01:02:35,0.03,-0.03,0.0,0.14,-0.61,-0.21
2025-11-10 01:02:35,0.0,-0.01,0.11,-0.12,-0.99,-0.31
2025-11-10 01:02:36,-0.02,-0.02,-0.0,0.14,-0.87,-0.11
2025-11-10 01:02:36,-0.03,-0.02,-0.02,-0.32,-0.85,0.09
2025-11-10 01:02:37,-0.0,-0.03,0.0,0.05,-0.32,-0.02
2025-11-10 01:02:37,-0.01,-0.05,-0.0,0.03,-0.6,-0.5
2025-11-10 01:02:38,-0.01,0.0,0.03,-0.2,-0.37,-0.2
2025-11-10 01:02:38,0.0,-0.01,0.11,-0.08,-0.27,-0.38
2025-11-10 01:02:39,-0.0,-0.03,0.04,-0.32,-0.87,0.4
2025-11-10 01:02:39,-0.01,-0.01,0.1,-0.17,-0.47,0.44
2025-11-10 01:02:40,-0.0,-0.06,-0.01,0.29,-0.32,-0.37
2025-11-10 01:02:40,-0.0,-0.05,0.09,0.14,-0.15,0.12
2025-11-10 01:02:41,-0.02,-0.01,0.04,0.03,-0.47,-0.29
2025-11-10 01:02:41,0.0,-0.07,0.05,0.12,-0.7,-0.21
2025-11-10 01:02:42,0.04,0.0,-0.02,0.21,-0.38,0.27
2025-11-10 01:02:42,-0.05,0.06,0.03,-0.27,-0.14,-0.61
2025-11-10 01:02:43,0.02,0.01,0.08,0.26,-0.84,0.14
2025-11-10 01:02:43,-0.0,0.01,0.03,0.11,-0.31,-0.21
2025-11-10 01:02:44,-0.02,-0.04,0.01,0.38,-0.24,-0.18
2025-11-10 01:02:44,0.05,-0.04,0.03,-0.46,-0.38,-0.11
2025-11-10 01:02:45,-0.01,-0.04,0.03,-0.29,-0.24,-0.32
2025-11-10 01:02:45,0.0,0.01,-0.02,0.12,-0.56,-0.32
2025-11-10 01:02:46,-0.03,-0.04,0.02,0.09,-0.63,-0.11
2025-11-10 01:02:46,0.0,-0.01,0.01,0.06,-0.69,0.18
2025-11-10 01:02:47,0.03,-0.04,0.04,0.05,-0.24,0.2
2025-11-10 01:02:47,-0.03,-0.04,0.01,-0.2,-0.5,0.05
2025-11-10 01:02:48,-0.04,-0.05,0.03,0.09,-0.47,0.38
2025-11-10 01:02:48,0.03,-0.03,0.01,-0.11,-0.38,0.15
2025-11-10 01:02:49,0.01,-0.02,-0.01,0.24,-0.58,-0.21
2025-11-10 01:02:50,0.0,-0.01,-0.05,-0.08,-0.41,0.21
2025-11-10 01:02:50,-0.01,-0.03,-0.0,-0.08,-0.66,0.26
2025-11-10 01:02:51,0.02,0.01,-0.0,0.27,-0.67,0.02
2025-11-10 01:02:51,0.03,-0.03,0.08,0.08,-0.61,-0.17
2025-11-10 01:02:52,0.05,-0.01,0.04,-0.2,-0.53,-0.14
2025-11-10 01:02:52,0.02,-0.02,0.03,0.32,-0.58,-0.05
2025-11-10 01:02:53,0.01,-0.04,0.05,-0.34,-0.7,-0.52
2025-11-10 01:02:53,0.02,-0.04,-0.0,0.17,-0.75,-0.41
2025-11-10 01:02:54,0.01,-0.03,-0.06,-0.05,-0.08,-0.4
2025-11-10 01:02:54,0.02,-0.06,-0.0,-0.14,-0.18,0.03
2025-11-10 01:02:55,0.01,-0.08,-0.01,-0.29,-0.81,0.15
2025-11-10 01:02:55,-0.04,-0.0,0.14,0.02,-0.53,0.11
2025-11-10 01:02:56,0.03,-0.05,0.02,0.27,-0.31,-0.49
2025-11-10 01:02:56,0.0,-0.02,0.04,-0.14,-0.05,0.15
2025-11-10 01:02:57,-0.04,-0.01,0.13,-0.34,-0.53,-0.49
2025-11-10 01:02:57,0.02,-0.01,0.0,0.12,-0.43,0.09
2025-11-10 01:02:58,0.01,-0.01,0.08,-0.03,-0.7,0.29
2025-11-10 01:02:58,0.02,-0.04,0.02,-0.17,-0.46,-0.41
2025-11-10 01:02:59,-0.0,0.02,0.06,0.08,-0.11,-0.31
2025-11-10 01:02:59,-0.02,-0.01,0.06,0.11,-0.67,-0.4
2025-11-10 01:03:00,0.0,-0.05,0.06,-0.08,-0.98,-0.15
2025-11-10 01:03:00,0.01,-0.05,0.06,-0.12,-0.7,0.2
2025-11-10 01:03:01,0.01,-0.0,0.06,-0.03,-0.29,-0.06
2025-11-10 01:03:01,-0.04,-0.0,0.04,0.12,-0.35,0.35
2025-11-10 01:03:02,0.01,-0.02,-0.01,0.12,-0.99,-0.08
2025-11-10 01:03:02,0.03,-0.02,-0.02,-0.17,-0.66,0.27
2025-11-10 01:03:03,0.0,-0.04,0.08,-0.03,-0.49,-0.44
2025-11-10 01:03:03,0.02,-0.05,0.05,-0.32,-0.35,-0.37
2025-11-10 01:03:04,-0.01,0.02,0.04,0.41,-0.67,-0.14
2025-11-10 01:03:04,0.01,-0.03,0.05,-0.2,-0.72,0.21
2025-11-10 01:03:05,0.0,0.02,0.05,0.21,-0.38,0.18
2025-11-10 01:03:05,0.02,-0.02,0.04,-0.24,-0.52,0.12
2025-11-10 01:03:06,-0.02,-0.03,-0.01,-0.02,-0.73,0.06
2025-11-10 01:03:06,-0.0,-0.01,0.03,0.14,-0.23,-0.35
2025-11-10 01:03:07,-0.03,-0.05,0.03,0.18,-0.6,-0.05
2025-11-10 01:03:07,0.0,-0.01,0.04,-0.09,-0.06,-0.03
2025-11-10 01:03:08,0.03,-0.01,0.02,0.24,-0.72,-0.18
2025-11-10 01:03:08,-0.0,-0.03,0.08,0.02,-0.32,0.03
2025-11-10 01:03:09,0.05,-0.05,0.06,-0.11,-0.75,0.0
2025-11-10 01:03:09,0.0,0.0,0.07,0.03,-0.17,0.0
2025-11-10 01:03:10,0.01,-0.06,0.0,0.14,-0.7,-0.2
2025-11-10 01:03:10,0.01,-0.05,0.0,0.03,-0.58,-0.21
